car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,age_band,km_band,price_lakh
Maruti Swift,Maruti,Swift,11,62000,Dealer,Petrol,Manual,16.1,1298,88.2,5,219000,9-12 years,50-100K,2.19
Toyota Camry,Toyota,Camry,5,65000,Dealer,Petrol,Automatic,19.16,2487,214.5,5,1975000,3-5 years,50-100K,19.75
Hyundai Grand,Hyundai,Grand,4,30000,Dealer,Petrol,Manual,18.9,1197,81.86,5,485000,3-5 years,20-50K,4.85
Mahindra Scorpio,Mahindra,Scorpio,4,60000,Individual,Diesel,Manual,15.4,1997,120.0,7,1000000,3-5 years,50-100K,10.0
Honda City,Honda,City,7,55000,Dealer,Diesel,Manual,26.0,1498,98.6,5,635000,6-8 years,50-100K,6.35
Toyota Innova,Toyota,Innova,10,98000,Dealer,Diesel,Manual,12.8,2494,102.0,7,575000,9-12 years,50-100K,5.75
Hyundai i10,Hyundai,i10,8,25783,Trustmark Dealer,Petrol,Manual,20.36,1197,78.9,5,300000,6-8 years,20-50K,3.0
Audi A4,Audi,A4,10,100000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1150000,9-12 years,50-100K,11.5
Volkswagen Polo,Volkswagen,Polo,6,41000,Dealer,Petrol,Manual,16.47,1198,74.0,5,465000,6-8 years,20-50K,4.65
Land Rover Rover,Land Rover,Rover,2,18100,Dealer,Diesel,Automatic,12.83,2179,147.5,7,4500000,0-2 years,0-20K,45.0
Land Rover Rover,Land Rover,Rover,4,35800,Dealer,Diesel,Automatic,12.83,1999,148.31,7,3575000,3-5 years,20-50K,35.75
Renault Duster,Renault,Duster,8,50000,Individual,Diesel,Manual,19.01,1461,108.45,5,450000,6-8 years,20-50K,4.5
Hyundai Grand,Hyundai,Grand,4,36732,Dealer,Diesel,Manual,24.0,1186,73.97,5,529000,3-5 years,20-50K,5.29
Hyundai Grand,Hyundai,Grand,3,50000,Dealer,Diesel,Manual,24.0,1186,73.97,5,450000,3-5 years,20-50K,4.5
Hyundai Creta,Hyundai,Creta,5,30000,Dealer,Petrol,Manual,15.8,1591,121.3,5,895000,3-5 years,20-50K,8.95
Maruti Swift Dzire,Maruti,Swift Dzire,5,61483,Trustmark Dealer,Petrol,Manual,22.0,1197,81.8,5,450000,3-5 years,50-100K,4.5
Maruti Celerio,Maruti,Celerio,4,26000,Dealer,Petrol,Automatic,23.1,998,67.04,5,400000,3-5 years,20-50K,4.0
Hyundai Verna,Hyundai,Verna,10,40000,Individual,Petrol,Manual,16.2,1599,103.2,5,350000,9-12 years,20-50K,3.5
Hyundai Verna,Hyundai,Verna,6,52000,Dealer,Diesel,Manual,23.9,1582,126.2,5,695000,6-8 years,50-100K,6.95
Honda Amaze,Honda,Amaze,4,42000,Dealer,Petrol,Manual,18.0,1198,86.7,5,455000,3-5 years,20-50K,4.55
Toyota Innova,Toyota,Innova,5,82000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1300000,3-5 years,50-100K,13.0
Audi A4,Audi,A4,7,59000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1275000,6-8 years,50-100K,12.75
Maruti Swift,Maruti,Swift,6,73000,Dealer,Diesel,Manual,28.4,1248,74.0,5,425000,6-8 years,50-100K,4.25
Maruti Baleno,Maruti,Baleno,4,39500,Dealer,Petrol,Automatic,21.4,1197,83.1,5,600000,3-5 years,20-50K,6.0
Hyundai Creta,Hyundai,Creta,5,35000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1050000,3-5 years,20-50K,10.5
Toyota Innova,Toyota,Innova,4,27000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1450000,3-5 years,20-50K,14.5
Mahindra Thar,Mahindra,Thar,3,28500,Individual,Diesel,Manual,16.55,2498,105.0,6,950000,3-5 years,20-50K,9.5
Hyundai i10,Hyundai,i10,9,55329,Trustmark Dealer,Petrol,Manual,20.36,1197,78.9,5,260000,9-12 years,50-100K,2.6
Mahindra XUV500,Mahindra,XUV500,8,80220,Dealer,Diesel,Manual,15.1,2179,140.0,7,675000,6-8 years,50-100K,6.75
Toyota Innova,Toyota,Innova,2,34000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1945000,0-2 years,20-50K,19.45
Honda City,Honda,City,9,69000,Dealer,Petrol,Manual,17.0,1497,118.0,5,445000,9-12 years,50-100K,4.45
Hyundai i10,Hyundai,i10,6,27599,Trustmark Dealer,Petrol,Manual,19.81,1086,68.05,5,350000,6-8 years,20-50K,3.5
Maruti Ciaz,Maruti,Ciaz,4,45000,Dealer,Diesel,Manual,28.09,1248,88.5,5,631000,3-5 years,20-50K,6.31
Volkswagen Polo,Volkswagen,Polo,4,35000,Dealer,Petrol,Manual,16.2,1199,74.0,5,425000,3-5 years,20-50K,4.25
Renault Duster,Renault,Duster,5,52000,Dealer,Diesel,Manual,19.87,1461,83.8,5,575000,3-5 years,50-100K,5.75
Maruti Celerio,Maruti,Celerio,6,33000,Dealer,Petrol,Manual,23.1,998,67.04,5,370000,6-8 years,20-50K,3.7
Mahindra Thar,Mahindra,Thar,8,49000,Dealer,Diesel,Manual,16.55,2498,105.0,7,525000,6-8 years,20-50K,5.25
Mahindra XUV500,Mahindra,XUV500,4,74000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1300000,3-5 years,50-100K,13.0
Ford Ecosport,Ford,Ecosport,4,24000,Dealer,Diesel,Manual,22.77,1498,98.59,5,680000,3-5 years,20-50K,6.8
Honda Amaze,Honda,Amaze,8,48080,Dealer,Diesel,Manual,25.8,1498,98.6,5,305000,6-8 years,20-50K,3.05
Mahindra XUV500,Mahindra,XUV500,9,67000,Dealer,Diesel,Manual,15.1,2179,140.0,7,525000,9-12 years,50-100K,5.25
Mahindra Thar,Mahindra,Thar,4,24000,Dealer,Diesel,Manual,18.06,2523,63.0,7,840000,3-5 years,20-50K,8.4
Honda Amaze,Honda,Amaze,6,68000,Dealer,Diesel,Manual,25.8,1498,98.6,5,400000,6-8 years,50-100K,4.0
Datsun GO,Datsun,GO,3,60000,Individual,Petrol,Manual,19.83,1198,67.0,7,375000,3-5 years,50-100K,3.75
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,51000,Dealer,Diesel,Automatic,19.27,2143,167.62,5,1290000,6-8 years,50-100K,12.9
Maruti Ertiga,Maruti,Ertiga,5,68219,Dealer,Diesel,Manual,24.52,1248,88.5,7,650000,3-5 years,50-100K,6.5
Maruti Wagon R,Maruti,Wagon R,5,120000,Individual,Petrol,Manual,20.51,998,67.04,5,300000,3-5 years,100-150K,3.0
Renault Duster,Renault,Duster,7,64000,Dealer,Diesel,Manual,19.87,1461,83.8,5,395000,6-8 years,50-100K,3.95
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,48000,Dealer,Diesel,Automatic,11.78,2143,167.62,5,1431000,6-8 years,20-50K,14.31
Maruti Ertiga,Maruti,Ertiga,8,72000,Dealer,Diesel,Manual,25.47,1248,88.5,7,475000,6-8 years,50-100K,4.75
Hyundai Grand,Hyundai,Grand,6,45000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,510000,6-8 years,20-50K,5.1
Mahindra Thar,Mahindra,Thar,7,43000,Individual,Diesel,Manual,16.55,2498,105.0,7,470000,6-8 years,20-50K,4.7
Maruti Swift Dzire,Maruti,Swift Dzire,3,30000,Individual,Diesel,Manual,28.4,1248,74.02,5,700000,3-5 years,20-50K,7.0
Maruti Swift Dzire,Maruti,Swift Dzire,5,57200,Dealer,Petrol,Manual,20.85,1197,83.14,5,450000,3-5 years,50-100K,4.5
Hyundai i20,Hyundai,i20,9,53000,Dealer,Diesel,Manual,21.9,1396,88.8,5,299000,9-12 years,50-100K,2.99
Mahindra XUV500,Mahindra,XUV500,6,55000,Dealer,Diesel,Manual,16.0,2179,140.0,7,875000,6-8 years,50-100K,8.75
Toyota Fortuner,Toyota,Fortuner,4,69000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2450000,3-5 years,50-100K,24.5
Maruti Baleno,Maruti,Baleno,2,3000,Dealer,Petrol,Manual,21.01,1197,81.8,5,640000,0-2 years,0-20K,6.4
Hyundai i20,Hyundai,i20,10,60000,Dealer,Petrol,Manual,17.0,1197,80.0,5,245000,9-12 years,50-100K,2.45
Datsun RediGO,Datsun,RediGO,2,2500,Individual,Petrol,Manual,22.7,799,53.64,5,300000,0-2 years,0-20K,3.0
Maruti Alto,Maruti,Alto,7,62488,Trustmark Dealer,Petrol,Manual,20.92,998,67.1,5,235000,6-8 years,50-100K,2.35
Maruti Ciaz,Maruti,Ciaz,6,45000,Dealer,Petrol,Manual,20.73,1373,91.1,5,565000,6-8 years,20-50K,5.65
Hyundai Verna,Hyundai,Verna,7,70000,Dealer,Diesel,Automatic,22.32,1582,126.32,5,585000,6-8 years,50-100K,5.85
Maruti Eeco,Maruti,Eeco,6,37000,Dealer,Petrol,Manual,15.37,1196,73.0,5,265000,6-8 years,20-50K,2.65
Maruti Wagon R,Maruti,Wagon R,1,7640,Trustmark Dealer,Petrol,Manual,21.79,998,67.05,5,460000,0-2 years,0-20K,4.6
Maruti Baleno,Maruti,Baleno,6,65000,Dealer,Petrol,Manual,21.4,1197,83.1,5,510000,6-8 years,50-100K,5.1
Hyundai i20,Hyundai,i20,3,12000,Dealer,Petrol,Manual,18.6,1197,81.83,5,650000,3-5 years,0-20K,6.5
Toyota Innova,Toyota,Innova,5,46000,Dealer,Petrol,Automatic,10.75,2694,163.7,7,1700000,3-5 years,20-50K,17.0
Mahindra XUV500,Mahindra,XUV500,6,70000,Dealer,Diesel,Manual,16.0,2179,140.0,7,915000,6-8 years,50-100K,9.15
Volkswagen Vento,Volkswagen,Vento,10,68500,Dealer,Petrol,Manual,15.04,1598,103.6,5,281000,9-12 years,50-100K,2.81
Hyundai Verna,Hyundai,Verna,6,39000,Dealer,Petrol,Manual,17.01,1591,121.4,5,625000,6-8 years,20-50K,6.25
Volkswagen Polo,Volkswagen,Polo,7,62200,Dealer,Diesel,Manual,22.07,1199,73.9,5,350000,6-8 years,50-100K,3.5
Mahindra XUV500,Mahindra,XUV500,4,34000,Dealer,Diesel,Automatic,16.0,2179,140.0,7,1175000,3-5 years,20-50K,11.75
Maruti Eeco,Maruti,Eeco,6,37000,Dealer,Petrol,Manual,15.37,1196,73.0,5,260000,6-8 years,20-50K,2.6
Audi A6,Audi,A6,5,25000,Dealer,Petrol,Automatic,15.26,1798,187.74,5,2950000,3-5 years,20-50K,29.5
Toyota Innova,Toyota,Innova,4,63000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1450000,3-5 years,50-100K,14.5
Honda Amaze,Honda,Amaze,3,20000,Dealer,Petrol,Automatic,19.0,1199,88.76,5,699000,3-5 years,0-20K,6.99
Maruti Swift,Maruti,Swift,6,39000,Dealer,Petrol,Manual,20.4,1197,81.8,5,400000,6-8 years,20-50K,4.0
MG Hector,MG,Hector,2,28000,Dealer,Diesel,Manual,17.41,1956,167.68,5,1650000,0-2 years,20-50K,16.5
Hyundai i20,Hyundai,i20,3,15000,Dealer,Petrol,Manual,18.6,1197,81.83,5,620000,3-5 years,0-20K,6.2
Jaguar XF,Jaguar,XF,7,46000,Dealer,Diesel,Automatic,14.74,2993,270.9,5,2250000,6-8 years,20-50K,22.5
Ford Ecosport,Ford,Ecosport,4,17908,Dealer,Diesel,Manual,21.7,1498,98.96,5,730000,3-5 years,0-20K,7.3
Maruti Alto,Maruti,Alto,10,57000,Dealer,CNG,Manual,26.83,796,38.4,5,172000,9-12 years,50-100K,1.72
Maruti Swift,Maruti,Swift,13,66000,Dealer,Petrol,Manual,16.1,1197,85.0,5,170000,13+ years,50-100K,1.7
Hyundai i20,Hyundai,i20,6,31000,Dealer,Diesel,Manual,22.54,1396,88.73,5,480000,6-8 years,20-50K,4.8
Maruti Swift Dzire,Maruti,Swift Dzire,6,51000,Dealer,Petrol,Manual,19.1,1197,85.8,5,399000,6-8 years,50-100K,3.99
Audi A4,Audi,A4,9,81000,Individual,Diesel,Automatic,15.2,1968,140.8,5,1000000,9-12 years,50-100K,10.0
Maruti Vitara,Maruti,Vitara,3,15000,Individual,Diesel,Automatic,24.3,1248,88.5,5,1000000,3-5 years,0-20K,10.0
Maruti Dzire LXI,Maruti,Dzire LXI,5,10000,Dealer,Petrol,Manual,23.26,1197,88.5,5,500000,3-5 years,0-20K,5.0
Mahindra Scorpio,Mahindra,Scorpio,6,53000,Dealer,Diesel,Manual,15.4,2179,120.0,8,925000,6-8 years,50-100K,9.25
Maruti Swift,Maruti,Swift,14,65000,Dealer,Petrol,Manual,22.0,1197,81.8,5,170000,13+ years,50-100K,1.7
Hyundai Creta,Hyundai,Creta,5,69000,Dealer,Diesel,Manual,20.5,1582,126.2,5,825000,3-5 years,50-100K,8.25
Hyundai i20,Hyundai,i20,6,70000,Dealer,Diesel,Manual,22.54,1396,88.73,5,590000,6-8 years,50-100K,5.9
Maruti Baleno,Maruti,Baleno,2,11000,Dealer,Petrol,Manual,21.01,1197,81.8,5,680000,0-2 years,0-20K,6.8
Hyundai Grand,Hyundai,Grand,7,49000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,425000,6-8 years,20-50K,4.25
Porsche Cayenne,Porsche,Cayenne,8,85000,Dealer,Diesel,Automatic,15.15,2967,240.0,5,2900000,6-8 years,50-100K,29.0
Mahindra XUV500,Mahindra,XUV500,6,80000,Dealer,Diesel,Manual,15.1,2179,140.0,7,780000,6-8 years,50-100K,7.8
Ford Ecosport,Ford,Ecosport,6,50000,Dealer,Diesel,Manual,21.7,1498,98.96,5,550000,6-8 years,20-50K,5.5
Maruti Swift,Maruti,Swift,4,47000,Dealer,Diesel,Manual,28.4,1248,74.0,5,535000,3-5 years,20-50K,5.35
Honda Amaze,Honda,Amaze,3,17000,Dealer,Petrol,Automatic,18.3,1199,88.76,5,600000,3-5 years,0-20K,6.0
Hyundai i10,Hyundai,i10,10,56000,Dealer,Petrol,Manual,19.81,1086,68.05,5,225000,9-12 years,50-100K,2.25
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,7,65000,Individual,Diesel,Automatic,13.0,2143,204.0,5,2250000,6-8 years,50-100K,22.5
Volkswagen Vento,Volkswagen,Vento,8,58969,Dealer,Diesel,Manual,20.54,1598,103.6,5,350000,6-8 years,50-100K,3.5
Maruti Ciaz,Maruti,Ciaz,6,48002,Dealer,Diesel,Manual,26.21,1248,88.5,5,560000,6-8 years,20-50K,5.6
Maruti Vitara,Maruti,Vitara,5,26225,Trustmark Dealer,Diesel,Manual,24.3,1248,88.5,5,625000,3-5 years,20-50K,6.25
Renault Duster,Renault,Duster,8,67000,Dealer,Diesel,Manual,19.87,1461,83.8,5,385000,6-8 years,50-100K,3.85
Volkswagen Vento,Volkswagen,Vento,8,15000,Dealer,Petrol,Manual,16.09,1598,103.5,5,560000,6-8 years,0-20K,5.6
Maruti Alto,Maruti,Alto,4,110000,Individual,Petrol,Manual,23.95,998,67.1,5,250000,3-5 years,100-150K,2.5
Maruti Vitara,Maruti,Vitara,5,40000,Dealer,Diesel,Manual,24.3,1248,88.5,5,725000,3-5 years,20-50K,7.25
Skoda Superb,Skoda,Superb,9,55000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,560000,9-12 years,50-100K,5.6
Maruti Swift,Maruti,Swift,2,22000,Dealer,Diesel,Manual,25.2,1248,74.0,5,685000,0-2 years,20-50K,6.85
Audi A6,Audi,A6,7,40000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1650000,6-8 years,20-50K,16.5
Maruti Vitara,Maruti,Vitara,3,18000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,931000,3-5 years,0-20K,9.31
Maruti Baleno,Maruti,Baleno,15,60500,Dealer,Petrol,Manual,15.4,1590,94.0,5,60000,13+ years,50-100K,0.6
Maruti Swift,Maruti,Swift,7,58000,Dealer,Petrol,Manual,16.1,1197,85.0,5,380000,6-8 years,50-100K,3.8
Tata Nexon,Tata,Nexon,3,25000,Dealer,Petrol,Automatic,17.0,1198,108.5,5,875000,3-5 years,20-50K,8.75
Honda City,Honda,City,6,60000,Dealer,Diesel,Manual,26.0,1498,98.6,5,595000,6-8 years,50-100K,5.95
Hyundai i20,Hyundai,i20,7,54159,Dealer,Petrol,Manual,18.6,1197,81.83,5,410000,6-8 years,50-100K,4.1
Maruti Baleno,Maruti,Baleno,2,15103,Dealer,Petrol,Manual,21.01,1197,81.8,5,620000,0-2 years,0-20K,6.2
Tata Nexon,Tata,Nexon,2,15000,Dealer,Diesel,Automatic,21.5,1497,108.5,5,890000,0-2 years,0-20K,8.9
Toyota Innova,Toyota,Innova,2,21000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1685000,0-2 years,20-50K,16.85
Land Rover Rover,Land Rover,Rover,2,19000,Dealer,Diesel,Automatic,22.3,1999,177.0,5,6975000,0-2 years,0-20K,69.75
Renault Duster,Renault,Duster,8,90923,Dealer,Diesel,Manual,19.87,1461,83.8,5,425000,6-8 years,50-100K,4.25
Hyundai i20,Hyundai,i20,8,22000,Dealer,Petrol,Manual,18.5,1197,82.9,5,375000,6-8 years,20-50K,3.75
Maruti Baleno,Maruti,Baleno,6,50000,Individual,Diesel,Manual,27.39,1248,74.0,5,500000,6-8 years,20-50K,5.0
Hyundai Verna,Hyundai,Verna,9,72193,Dealer,Diesel,Manual,22.32,1582,126.32,5,415000,9-12 years,50-100K,4.15
Kia Carnival,Kia,Carnival,1,14000,Dealer,Diesel,Automatic,14.11,2199,197.2,7,3525000,0-2 years,0-20K,35.25
Maruti Swift Dzire,Maruti,Swift Dzire,10,62000,Dealer,Petrol,Manual,20.85,1197,83.14,5,235000,9-12 years,50-100K,2.35
Honda City,Honda,City,6,59000,Dealer,Petrol,Manual,17.4,1497,117.3,5,690000,6-8 years,50-100K,6.9
Maruti Wagon R,Maruti,Wagon R,6,62000,Dealer,Petrol,Manual,18.9,998,67.1,5,265000,6-8 years,50-100K,2.65
Maruti Alto,Maruti,Alto,6,45000,Dealer,Petrol,Manual,23.95,998,67.05,5,320000,6-8 years,20-50K,3.2
Hyundai Grand,Hyundai,Grand,5,41000,Dealer,Petrol,Manual,18.9,1197,82.0,5,395000,3-5 years,20-50K,3.95
Mercedes-Benz GLS,Mercedes-Benz,GLS,3,10000,Dealer,Petrol,Automatic,8.9,2996,333.0,7,6950000,3-5 years,0-20K,69.5
Volvo XC60,Volvo,XC60,7,70252,Dealer,Diesel,Automatic,11.2,2400,215.0,5,1825000,6-8 years,50-100K,18.25
Maruti Swift Dzire,Maruti,Swift Dzire,5,45000,Dealer,Petrol,Manual,20.85,1197,83.14,5,475000,3-5 years,20-50K,4.75
Hyundai Creta,Hyundai,Creta,4,48000,Dealer,Diesel,Manual,20.5,1582,126.2,5,985000,3-5 years,20-50K,9.85
BMW 7,BMW,7,8,89000,Dealer,Diesel,Automatic,14.49,2993,258.0,5,2000000,6-8 years,50-100K,20.0
Toyota Innova,Toyota,Innova,3,38000,Dealer,Diesel,Manual,13.68,2393,147.8,8,1497000,3-5 years,20-50K,14.97
Maruti Swift,Maruti,Swift,7,52000,Dealer,Petrol,Manual,22.0,1197,81.8,5,361000,6-8 years,50-100K,3.61
Skoda Rapid,Skoda,Rapid,6,62500,Individual,Diesel,Manual,21.14,1498,103.52,5,410000,6-8 years,50-100K,4.1
Hyundai Grand,Hyundai,Grand,2,12909,Trustmark Dealer,Petrol,Manual,18.9,1197,81.86,5,550000,0-2 years,0-20K,5.5
Hyundai Grand,Hyundai,Grand,8,70000,Dealer,Diesel,Manual,24.0,1120,70.0,5,290000,6-8 years,50-100K,2.9
Honda City,Honda,City,3,41000,Dealer,Petrol,Manual,17.0,1497,118.0,5,845000,3-5 years,20-50K,8.45
Maruti Ertiga,Maruti,Ertiga,7,57000,Dealer,Petrol,Manual,16.02,1373,93.7,7,525000,6-8 years,50-100K,5.25
Maruti Vitara,Maruti,Vitara,4,61000,Dealer,Diesel,Manual,24.3,1248,88.5,5,654000,3-5 years,50-100K,6.54
Volkswagen Vento,Volkswagen,Vento,5,17000,Dealer,Petrol,Manual,16.09,1598,103.2,5,650000,3-5 years,0-20K,6.5
Maruti Wagon R,Maruti,Wagon R,10,71000,Dealer,Petrol,Manual,20.51,998,67.04,5,220000,9-12 years,50-100K,2.2
Datsun redi-GO,Datsun,redi-GO,4,17000,Dealer,Petrol,Manual,20.71,799,53.64,5,280000,3-5 years,0-20K,2.8
Honda City,Honda,City,3,29000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,1200000,3-5 years,20-50K,12.0
Datsun RediGO,Datsun,RediGO,4,24719,Dealer,Petrol,Manual,22.7,799,53.64,5,260000,3-5 years,20-50K,2.6
Honda City,Honda,City,7,54000,Dealer,Diesel,Manual,26.0,1498,98.6,5,495000,6-8 years,50-100K,4.95
BMW 5,BMW,5,2,5700,Dealer,Petrol,Automatic,15.01,1998,248.08,5,5475000,0-2 years,0-20K,54.75
Volkswagen Polo,Volkswagen,Polo,2,32000,Individual,Petrol,Manual,18.78,999,75.0,5,600000,0-2 years,20-50K,6.0
Renault KWID,Renault,KWID,6,43719,Dealer,Petrol,Manual,22.3,799,53.26,5,245000,6-8 years,20-50K,2.45
Honda Amaze,Honda,Amaze,6,54591,Dealer,Diesel,Manual,25.8,1498,98.6,5,425000,6-8 years,50-100K,4.25
Hyundai Verna,Hyundai,Verna,6,41000,Dealer,Petrol,Manual,17.43,1396,105.5,5,570000,6-8 years,20-50K,5.7
Ford Ecosport,Ford,Ecosport,5,56000,Dealer,Petrol,Manual,18.88,999,123.24,5,675000,3-5 years,50-100K,6.75
Honda City,Honda,City,2,15000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,1050000,0-2 years,0-20K,10.5
Toyota Fortuner,Toyota,Fortuner,3,11000,Dealer,Diesel,Manual,14.24,2755,174.5,7,2925000,3-5 years,0-20K,29.25
Maruti Wagon R,Maruti,Wagon R,5,56302,Dealer,CNG,Manual,26.6,998,58.16,5,280000,3-5 years,50-100K,2.8
Land Rover Rover,Land Rover,Rover,11,80000,Individual,Diesel,Automatic,10.2,4367,308.0,7,3000000,9-12 years,50-100K,30.0
Toyota Innova,Toyota,Innova,4,61000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1450000,3-5 years,50-100K,14.5
Toyota Fortuner,Toyota,Fortuner,3,50000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3150000,3-5 years,20-50K,31.5
Toyota Yaris,Toyota,Yaris,3,21000,Individual,Petrol,Automatic,17.8,1496,105.5,5,1150000,3-5 years,20-50K,11.5
Hyundai Creta,Hyundai,Creta,6,77559,Dealer,Diesel,Manual,19.67,1582,126.2,5,860000,6-8 years,50-100K,8.6
Audi A4,Audi,A4,8,42000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1260000,6-8 years,20-50K,12.6
Volkswagen Polo,Volkswagen,Polo,8,69000,Dealer,Petrol,Manual,17.24,1198,73.9,5,350000,6-8 years,50-100K,3.5
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,8,80000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,1700000,6-8 years,50-100K,17.0
BMW Z4,BMW,Z4,9,33000,Dealer,Petrol,Automatic,10.37,2979,301.72,2,3425000,9-12 years,20-50K,34.25
Maruti Swift Dzire,Maruti,Swift Dzire,4,82000,Dealer,Petrol,Manual,20.85,1197,83.14,5,390000,3-5 years,50-100K,3.9
Hyundai Grand,Hyundai,Grand,5,68000,Dealer,Diesel,Manual,24.0,1120,70.0,5,399000,3-5 years,50-100K,3.99
Maruti Swift Dzire,Maruti,Swift Dzire,6,53000,Dealer,Diesel,Manual,26.59,1248,74.0,5,460000,6-8 years,50-100K,4.6
Hyundai i10,Hyundai,i10,10,100000,Individual,Petrol,Manual,20.36,1197,78.9,5,170000,9-12 years,50-100K,1.7
Honda Amaze,Honda,Amaze,5,44000,Dealer,Petrol,Manual,18.0,1198,86.7,5,450000,3-5 years,20-50K,4.5
Maruti Wagon R,Maruti,Wagon R,6,51000,Dealer,CNG,Manual,26.2,998,58.2,5,300000,6-8 years,50-100K,3.0
Volkswagen Vento,Volkswagen,Vento,11,88254,Dealer,Petrol,Manual,15.04,1598,103.6,5,310000,9-12 years,50-100K,3.1
Maruti Vitara,Maruti,Vitara,5,61003,Dealer,Diesel,Manual,24.3,1248,88.5,5,750000,3-5 years,50-100K,7.5
Hyundai Santro,Hyundai,Santro,13,79000,Dealer,Petrol,Manual,17.92,1086,62.1,5,130000,13+ years,50-100K,1.3
Maruti Alto,Maruti,Alto,12,73000,Dealer,Petrol,Manual,19.7,796,46.3,5,135000,9-12 years,50-100K,1.35
Maruti Wagon R,Maruti,Wagon R,12,60000,Dealer,Petrol,Manual,21.79,998,67.05,5,140000,9-12 years,50-100K,1.4
Nissan X-Trail,Nissan,X-Trail,11,107000,Dealer,Diesel,Automatic,13.29,1995,147.6,5,440000,9-12 years,100-150K,4.4
Hyundai Verna,Hyundai,Verna,9,74000,Dealer,Petrol,Manual,17.1,1591,121.3,5,415000,9-12 years,50-100K,4.15
Maruti Wagon R,Maruti,Wagon R,10,60000,Individual,Petrol,Manual,18.9,998,67.1,5,220000,9-12 years,50-100K,2.2
Hyundai Grand,Hyundai,Grand,7,70000,Dealer,Petrol,Manual,18.9,1197,82.0,5,385000,6-8 years,50-100K,3.85
Mahindra XUV500,Mahindra,XUV500,8,70000,Individual,Diesel,Manual,15.1,2179,140.0,7,550000,6-8 years,50-100K,5.5
Toyota Innova,Toyota,Innova,4,68000,Dealer,Diesel,Manual,13.68,2393,147.51,8,1350000,3-5 years,50-100K,13.5
Hyundai Santro,Hyundai,Santro,12,62000,Dealer,Petrol,Manual,17.92,1086,62.1,5,150000,9-12 years,50-100K,1.5
Ford Figo,Ford,Figo,6,68140,Dealer,Petrol,Manual,15.6,1196,70.0,5,355000,6-8 years,50-100K,3.55
Hyundai Grand,Hyundai,Grand,5,48000,Dealer,Diesel,Manual,24.0,1120,70.0,5,415000,3-5 years,20-50K,4.15
Toyota Innova,Toyota,Innova,2,21000,Dealer,Diesel,Manual,13.68,2393,147.8,7,2150000,0-2 years,20-50K,21.5
Ford Figo,Ford,Figo,6,61000,Dealer,Petrol,Manual,18.16,1196,86.8,5,350000,6-8 years,50-100K,3.5
Honda City,Honda,City,9,65000,Dealer,Petrol,Automatic,16.8,1497,118.0,5,440000,9-12 years,50-100K,4.4
Hyundai Creta,Hyundai,Creta,6,58000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,850000,6-8 years,50-100K,8.5
Maruti Alto,Maruti,Alto,14,90000,Individual,Petrol,Manual,19.7,796,46.3,5,80000,13+ years,50-100K,0.8
Hyundai Venue,Hyundai,Venue,2,25000,Dealer,Diesel,Manual,23.7,1396,88.7,5,1025000,0-2 years,20-50K,10.25
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,6,25000,Dealer,Diesel,Automatic,13.5,2987,254.79,5,5700000,6-8 years,20-50K,57.0
Maruti Swift Dzire,Maruti,Swift Dzire,7,46000,Individual,Petrol,Manual,17.5,1298,85.8,5,425000,6-8 years,20-50K,4.25
BMW 3,BMW,3,3,15000,Dealer,Diesel,Automatic,22.69,1995,187.74,5,3200000,3-5 years,0-20K,32.0
Jaguar XF,Jaguar,XF,8,45000,Dealer,Diesel,Automatic,14.74,2993,270.9,5,1450000,6-8 years,20-50K,14.5
Toyota Innova,Toyota,Innova,6,75000,Dealer,Diesel,Manual,12.99,2494,100.0,7,970000,6-8 years,50-100K,9.7
Maruti Swift,Maruti,Swift,8,80000,Dealer,Diesel,Manual,28.4,1248,74.0,5,335000,6-8 years,50-100K,3.35
